,umur,gender,occupation,nominal,periode_transaksi,kategori_nominal
3993,38,0,ASN,300000,2,Nominal rendah
3994,38,0,Wiraswasta,138170,2,Nominal rendah
4005,38,0,Karyawan,463566,2,Nominal rendah
4006,38,0,Wiraswasta,277486,2,Nominal rendah
4007,38,0,Administrasi,216614,2,Nominal rendah
4012,38,0,Lain-lain,495600,2,Nominal rendah
4014,38,0,Karyawan,231957,2,Nominal rendah
4017,38,0,ASN,325000,2,Nominal rendah
4022,38,0,Pegawai Swasta,2925000,2,Nominal rendah
4023,38,0,ASN,1050000,2,Nominal rendah
4024,38,0,Pendidikan,100000,2,Nominal rendah
4028,38,0,Amil,1145711,2,Nominal rendah
4029,38,0,Administrasi,236834,2,Nominal rendah
4030,38,0,Energy,2400000,2,Nominal rendah
4035,38,0,pelayaran/angkutan,436000,1,Nominal rendah
4037,38,0,ASN,550000,1,Nominal rendah
4038,38,0,Lain-lain,487500,1,Nominal rendah
4040,38,0,ASN,325000,1,Nominal rendah
4042,38,0,Karyawan,250358,1,Nominal rendah
4046,38,0,Tidak Bekerja,405000,1,Nominal rendah
4048,38,0,ASN,2850000,1,Nominal rendah
4050,38,0,Konstruksi,100000,1,Nominal rendah
4052,38,0,Konstruksi,45000,1,Nominal rendah
4054,38,0,Administrasi,297283,1,Nominal rendah
4055,38,0,Amil,35000,1,Nominal rendah
4057,38,0,Karyawan,45000,1,Nominal rendah
4058,38,0,Karyawan,3500000,1,Nominal rendah
4060,38,0,Energy,2000000,1,Nominal rendah
4061,38,0,Tidak Bekerja,5000000,1,Nominal diatas rata-rata
4065,38,0,BUMN,431602,1,Nominal rendah
4067,38,0,Tidak Bekerja,500000,1,Nominal rendah
4070,38,0,Energy,2375000,1,Nominal rendah
4072,38,0,ASN,2424370,1,Nominal rendah
4073,38,0,Amil,150000,1,Nominal rendah
4074,38,0,ASN,4750015,1,Nominal diatas rata-rata
4075,38,0,Wiraswasta,2500000,1,Nominal rendah
4076,38,0,Karyawan,1000000,1,Nominal rendah
4079,38,0,Wiraswasta,6050000,1,Nominal diatas rata-rata
4080,38,0,ASN,225000,1,Nominal rendah
4081,38,0,Wiraswasta,625000,2,Nominal rendah
4083,38,0,ASN,468805,2,Nominal rendah
4094,38,0,Energy,1750000,2,Nominal rendah
4097,38,0,Administrasi,179926,2,Nominal rendah
4100,38,0,Jasa,150000,2,Nominal rendah
4101,38,0,ASN,474355,2,Nominal rendah
4102,38,0,ASN,400000,2,Nominal rendah
4106,38,0,BUMN,2500000,0,Nominal rendah
4109,38,0,IT,500000,0,Nominal rendah
4110,38,1,Lain-lain,10000000,0,Nominal diatas rata-rata
4113,38,0,Karyawan,250358,0,Nominal rendah
4114,38,0,Administrasi,262015,0,Nominal rendah
4115,38,1,Lain-lain,3500000,0,Nominal rendah
4116,38,0,Energy,1575000,0,Nominal rendah
4117,38,0,Amil,750000,0,Nominal rendah
4118,38,0,Amil,2500000,0,Nominal rendah
4119,38,0,Wiraswasta,300000,0,Nominal rendah
4121,38,0,ASN,900000,0,Nominal rendah
4122,38,0,ASN,100000,0,Nominal rendah
4124,38,0,ASN,325000,0,Nominal rendah
4125,38,1,Karyawan,2500000,0,Nominal rendah
4127,38,0,Amil,2500001,0,Nominal rendah
4128,38,0,Tidak Bekerja,2500000,0,Nominal rendah
4129,38,0,ASN,770488,2,Nominal rendah
4134,38,0,Administrasi,250688,2,Nominal rendah
4135,39,1,Pegawai Swasta,100000,2,Nominal rendah
4136,39,1,Accounting,50000,2,Nominal rendah
4137,39,0,Komputer,771000,2,Nominal rendah
4138,39,0,Amil,475000,2,Nominal rendah
4139,39,0,Amil,209171,2,Nominal rendah
4140,39,1,Amil,450000,2,Nominal rendah
4141,39,1,Amil,587500,2,Nominal rendah
4142,39,0,Amil,825000,2,Nominal rendah
4143,39,0,Ekspor Impor,50000,2,Nominal rendah
4144,39,0,Karyawan,800000,2,Nominal rendah
4145,39,0,Ekspor Impor,200000,2,Nominal rendah
4151,39,0,Komputer,575000,2,Nominal rendah
4152,39,0,KPP PRATAMA SEMARANG SELATAN,196955,2,Nominal rendah
4153,39,1,Karyawan,4865000,2,Nominal diatas rata-rata
4154,39,0,IT,1000000,2,Nominal rendah
4155,39,1,Karyawan,4900000,2,Nominal diatas rata-rata
4156,39,0,Karyawan,825000,2,Nominal rendah
4157,39,0,ASN,1522284,2,Nominal rendah
4158,39,1,ASN,64865,2,Nominal rendah
4159,39,0,Rektor,100000,2,Nominal rendah
4160,39,0,Rektor,500000,2,Nominal rendah
4162,39,0,Karyawan,780000,2,Nominal rendah
4171,39,0,Komputer,400000,2,Nominal rendah
4173,39,0,Wiraswasta,200000,2,Nominal rendah
4174,39,1,Karyawan,2500000,2,Nominal rendah
4176,39,0,ASN,1022284,2,Nominal rendah
4178,39,1,Karyawan,4800000,2,Nominal diatas rata-rata
4179,39,0,Karyawan,25000,2,Nominal rendah
4180,39,0,KPP PRATAMA SEMARANG SELATAN,393909,2,Nominal rendah
4181,39,0,Oil &amp; Gas,750000,2,Nominal rendah
4189,39,0,Karyawan,775000,2,Nominal rendah
4191,39,0,Komputer,420000,2,Nominal rendah
4192,39,1,Karyawan,2400000,2,Nominal rendah
4193,39,0,Karyawan,73000,2,Nominal rendah
4199,39,0,Karyawan,84000,2,Nominal rendah
4200,39,0,Wiraswasta,100000,2,Nominal rendah
4201,39,0,Karyawan,20000,2,Nominal rendah
4202,39,0,Amil,825000,1,Nominal rendah
4203,39,0,Amil,475000,1,Nominal rendah
4204,39,1,Amil,450000,1,Nominal rendah
4205,39,0,IT,1000000,1,Nominal rendah
4206,39,1,Amil,587500,1,Nominal rendah
4207,39,0,Amil,209171,1,Nominal rendah
4208,39,0,Karyawan,800000,1,Nominal rendah
4209,39,0,Komputer,1101000,1,Nominal rendah
4210,39,0,Karyawan,750000,1,Nominal rendah
4211,39,1,Pegawai Swasta,100000,1,Nominal rendah
4213,39,0,Ekspor Impor,50000,1,Nominal rendah
4214,39,0,Ekspor Impor,200000,1,Nominal rendah
4216,39,1,Karyawan,3750000,1,Nominal rendah
4218,39,0,ASN,1022284,1,Nominal rendah
4219,39,0,Rektor,100000,1,Nominal rendah
4220,39,0,Rektor,500000,1,Nominal rendah
4225,39,0,Karyawan,81000,1,Nominal rendah
4227,39,0,ASN,522284,1,Nominal rendah
4228,39,0,Karyawan,45000,1,Nominal rendah
4229,39,0,Jasa,2237500,1,Nominal rendah
4230,39,1,Accounting,25000,1,Nominal rendah
4231,39,0,Lain-lain,180000,1,Nominal rendah
4232,39,0,Pegawai Swasta,1500000,1,Nominal rendah
4233,39,0,Karyawan,127000,1,Nominal rendah
4235,39,0,Komputer,400000,1,Nominal rendah
4241,39,0,Karyawan,225000,1,Nominal rendah
4242,39,0,Wiraswasta,200000,1,Nominal rendah
4243,39,0,Energi,180000,1,Nominal rendah
4245,39,0,Amil,135000,1,Nominal rendah
4246,39,1,Karyawan,4900000,1,Nominal diatas rata-rata
4247,39,0,Wiraswasta,90000,1,Nominal rendah
4248,39,0,Wiraswasta,20000000,1,Nominal tinggi
4249,39,0,Swasta,90000,1,Nominal rendah
4250,39,0,Komputer,360000,2,Nominal rendah
4258,39,1,Karyawan,1750000,2,Nominal rendah
4259,39,1,Accounting,25000,2,Nominal rendah
4260,39,1,Amil,585000,2,Nominal rendah
4261,39,0,Amil,212172,2,Nominal rendah
4262,39,0,Amil,617500,2,Nominal rendah
4263,39,0,Amil,1072500,2,Nominal rendah
4264,39,1,Amil,737500,2,Nominal rendah
4265,39,0,Amil,271923,2,Nominal rendah
4266,39,0,Karyawan,1475000,2,Nominal rendah
4269,39,0,Komputer,450000,2,Nominal rendah
4270,39,0,Karyawan,75000,2,Nominal rendah
4276,39,0,Karyawan,80300,0,Nominal rendah
4277,39,1,Karyawan,3000000,0,Nominal rendah
4278,39,0,Rektor,500000,0,Nominal rendah
4279,39,0,Rektor,100000,0,Nominal rendah
4280,39,0,Karyawan,73000,0,Nominal rendah
4281,39,0,Amil,498750,0,Nominal rendah
4282,39,0,ASN,1875000,0,Nominal rendah
4283,39,0,Amil,219630,0,Nominal rendah
4284,39,0,IT,1000000,0,Nominal rendah
4285,39,0,Amil,171370,0,Nominal rendah
4286,39,0,Amil,866250,0,Nominal rendah
4287,39,1,Amil,472500,0,Nominal rendah
4288,39,1,Amil,612500,0,Nominal rendah
4289,39,0,Amil,2900000,0,Nominal rendah
4296,39,0,Ekspor Impor,200000,0,Nominal rendah
4297,39,0,Ekspor Impor,50000,0,Nominal rendah
4298,39,1,Amil,2900000,0,Nominal rendah
4299,39,0,Karyawan,800000,0,Nominal rendah
4307,39,0,Komputer,770000,2,Nominal rendah
4309,39,0,SWASTA,465000,2,Nominal rendah
4310,39,0,Karyawan,750000,2,Nominal rendah
4312,39,0,Karyawan,1500000,2,Nominal rendah
4314,39,0,ASN,1752284,2,Nominal rendah
4317,39,0,Wiraswasta,150000,2,Nominal rendah
4318,39,0,Komputer,330000,2,Nominal rendah
4322,39,0,Karyawan,50000,2,Nominal rendah
4323,39,0,SWASTA,505000,2,Nominal rendah
4332,39,0,Komputer,370000,2,Nominal rendah
4335,39,0,KPP PRATAMA SEMARANG SELATAN,184934,2,Nominal rendah
4337,39,0,Rektor,50000,2,Nominal rendah
4350,39,0,Komputer,350000,2,Nominal rendah
4351,39,0,SWASTA,503019,2,Nominal rendah
4355,39,1,Accounting,45000,2,Nominal rendah
4363,39,1,Lain-lain,10000,2,Nominal rendah
4373,39,0,SWASTA,550000,2,Nominal rendah
4377,39,0,KPP PRATAMA SEMARANG SELATAN,220996,2,Nominal rendah
4378,39,0,SWASTA,260000,2,Nominal rendah
4386,39,1,Lain-lain,30000,2,Nominal rendah
4397,39,1,Karyawan,2900000,2,Nominal rendah
4404,39,0,SWASTA,175000,2,Nominal rendah
4406,39,0,SWASTA,75000,2,Nominal rendah
4410,39,0,Amil,50000,2,Nominal rendah
4413,39,0,Ekspor Impor,150000,2,Nominal rendah
4414,39,0,Amil,100000,2,Nominal rendah
4415,39,0,Jasa,20000,2,Nominal rendah
4416,39,0,Amil,674212,2,Nominal rendah
4417,39,0,Amil,343924,2,Nominal rendah
4418,39,1,Amil,309665,2,Nominal rendah
4419,39,0,Karyawan,6005000,2,Nominal diatas rata-rata
4420,39,1,Amil,310708,2,Nominal rendah
4421,39,0,Amil,199211,2,Nominal rendah
4422,39,0,Karyawan,850000,2,Nominal rendah
4423,39,0,SWASTA,650000,2,Nominal rendah
4424,39,0,Acconting,10000,2,Nominal rendah
4433,39,0,Oil &amp; Gas,1500000,2,Nominal rendah
4434,39,0,Ekspor Impor,36000,2,Nominal rendah
4435,39,0,KPP PRATAMA SEMARANG SELATAN,170139,2,Nominal rendah
4436,39,0,Ekspor Impor,170000,2,Nominal rendah
4438,39,0,Karyawan,1000000,2,Nominal rendah
4444,39,0,SWASTA,500000,2,Nominal rendah
4449,39,0,Acconting,16250,2,Nominal rendah
4452,39,0,Komputer,805000,2,Nominal rendah
4458,39,1,Amil,730669,2,Nominal rendah
4459,39,0,SWASTA,630000,2,Nominal rendah
4460,39,0,Amil,737153,2,Nominal rendah
4461,39,0,Amil,1126575,2,Nominal rendah
4462,39,1,Amil,1141084,2,Nominal rendah
4463,39,0,Amil,229093,2,Nominal rendah
4464,39,0,Amil,178753,2,Nominal rendah
4465,39,0,Pendidikan,1000000,2,Nominal rendah
4470,39,0,IT,850000,2,Nominal rendah
4471,39,1,Konsultan,1000000,2,Nominal rendah
4476,39,0,ASN,2022284,2,Nominal rendah
4477,39,0,Acconting,15000,2,Nominal rendah
4478,39,0,Komputer,535000,1,Nominal rendah
4480,39,1,Accounting,50000,1,Nominal rendah
4481,39,0,Amil,100000,1,Nominal rendah
4482,39,0,Karyawan,72550,1,Nominal rendah
4483,39,0,Karyawan,90600,1,Nominal rendah
4484,39,0,KPP PRATAMA SEMARANG SELATAN,184934,1,Nominal rendah
4486,39,0,Karyawan,1000000,1,Nominal rendah
4491,39,0,Karyawan,80200,1,Nominal rendah
4492,39,0,Karyawan,2116453,1,Nominal rendah
4493,39,0,Karyawan,48950,1,Nominal rendah
4495,39,0,Lain-lain,45000,1,Nominal rendah
4496,39,0,SWASTA,250000,1,Nominal rendah
4502,39,0,SWASTA,450000,1,Nominal rendah
4504,39,0,Ekspor Impor,210000,1,Nominal rendah
4505,39,0,Ekspor Impor,60000,1,Nominal rendah
4506,39,0,Karyawan,12000000,1,Nominal diatas rata-rata
4507,39,0,Komputer,850000,1,Nominal rendah
4510,39,0,ASN,1522284,1,Nominal rendah
4512,39,1,Karyawan,13500000,1,Nominal diatas rata-rata
4513,39,1,Manufacture,3000000,1,Nominal rendah
4514,39,0,Tidak Bekerja,6965965,1,Nominal diatas rata-rata
4515,39,0,Acconting,70000,1,Nominal rendah
4516,39,0,Lain-lain,135000,1,Nominal rendah
4518,39,1,Tidak Bekerja,5000000,1,Nominal diatas rata-rata
4519,39,0,Karyawan,72500,2,Nominal rendah
4524,39,0,Karyawan,105800,2,Nominal rendah
4532,39,0,Wiraswasta,13900000,2,Nominal diatas rata-rata
4534,39,0,SWASTA,750000,2,Nominal rendah
4535,39,0,Ekspor Impor,32000,2,Nominal rendah
4537,39,0,Karyawan,700000,2,Nominal rendah
4541,39,0,Karyawan,1300000,2,Nominal rendah
4546,39,0,Komputer,350000,0,Nominal rendah
4547,39,1,Accounting,25000,0,Nominal rendah
4548,39,0,Keuangan,850000,0,Nominal rendah
4549,39,0,KPP PRATAMA SEMARANG SELATAN,184934,0,Nominal rendah
4552,39,0,Amil,825000,0,Nominal rendah
4553,39,1,Amil,450000,0,Nominal rendah
4554,39,0,Amil,209171,0,Nominal rendah
4555,39,0,Amil,475000,0,Nominal rendah
4556,39,1,Amil,587500,0,Nominal rendah
4557,39,0,SWASTA,550000,0,Nominal rendah
4558,39,0,Karyawan,90000,0,Nominal rendah
4559,39,1,Pegawai Swasta,100000,0,Nominal rendah
4561,39,0,Karyawan,80200,0,Nominal rendah
4563,39,0,Amil,50000,0,Nominal rendah
4565,39,0,ASN,1522284,0,Nominal rendah
4566,39,0,Karyawan,72500,0,Nominal rendah
4572,39,0,Amil,2500001,0,Nominal rendah
4576,39,1,Amil,2500001,0,Nominal rendah
4578,39,1,Accounting,50000,0,Nominal rendah
4579,39,0,Karyawan,159475,0,Nominal rendah
4580,39,0,Karyawan,82250,2,Nominal rendah
4581,39,0,Komputer,525000,2,Nominal rendah
4582,39,0,KPP PRATAMA SEMARANG SELATAN,369868,2,Nominal rendah
4592,40,0,ASN,120400,2,Nominal rendah
4593,40,0,ASN,121695,2,Nominal rendah
4594,40,0,ASN,95800,2,Nominal rendah
4595,40,0,ASN,219337,2,Nominal rendah
4596,40,0,ASN,113000,2,Nominal rendah
4597,40,0,ASN,211305,2,Nominal rendah
4598,40,0,ASN,123500,2,Nominal rendah
4599,40,1,ASN,160000,2,Nominal rendah
4600,40,0,ASN,450400,2,Nominal rendah
4601,40,0,ASN,94800,2,Nominal rendah
4602,40,1,ASN,75100,2,Nominal rendah
4603,40,0,ASN,964000,2,Nominal rendah
4604,40,0,ASN,103500,2,Nominal rendah
4605,40,0,Amil,172263,2,Nominal rendah
4606,40,0,Amil,575000,2,Nominal rendah
4607,40,0,Amil,600000,2,Nominal rendah
4608,40,1,Tidak Bekerja,500000,2,Nominal rendah
4609,40,0,Karyawan,2534200,2,Nominal rendah
4610,40,0,Amil,168612,2,Nominal rendah
4613,40,0,Konsultan,500000,2,Nominal rendah
4614,40,1,Konsultan,272777,2,Nominal rendah
4615,40,1,Konsultan,1093074,2,Nominal rendah
4616,40,1,Konsultan,477004,2,Nominal rendah
4619,40,0,Tidak Bekerja,400000,2,Nominal rendah
4620,40,0,Tidak Bekerja,280898,2,Nominal rendah
4621,40,0,Tidak Bekerja,385211,2,Nominal rendah
4622,40,1,Tidak Bekerja,469205,2,Nominal rendah
4623,40,1,Tidak Bekerja,209801,2,Nominal rendah
4624,40,1,Tidak Bekerja,188750,2,Nominal rendah
4625,40,1,Tidak Bekerja,183287,2,Nominal rendah
4626,40,0,Tidak Bekerja,215968,2,Nominal rendah
4627,40,1,Tidak Bekerja,177102,2,Nominal rendah
4628,40,0,Tidak Bekerja,218440,2,Nominal rendah
4629,40,0,Tidak Bekerja,278233,2,Nominal rendah
4630,40,0,Tidak Bekerja,306350,2,Nominal rendah
4631,40,1,Tidak Bekerja,281181,2,Nominal rendah
4632,40,0,Tidak Bekerja,173026,2,Nominal rendah
4633,40,0,Tidak Bekerja,575000,2,Nominal rendah
4634,40,0,Tidak Bekerja,361381,2,Nominal rendah
4635,40,0,Tidak Bekerja,470807,2,Nominal rendah
4636,40,0,Tidak Bekerja,176954,2,Nominal rendah
4637,40,0,Tidak Bekerja,800000,2,Nominal rendah
4638,40,0,Tidak Bekerja,550000,2,Nominal rendah
4641,40,1,Konsultan,270109,2,Nominal rendah
4643,40,0,Karyawan,784300,2,Nominal rendah
4650,40,0,ASN,88300,2,Nominal rendah
4654,40,0,ASN,127000,2,Nominal rendah
4658,40,0,ASN,219338,2,Nominal rendah
4659,40,1,Tidak Bekerja,400851,2,Nominal rendah
4665,40,0,Tidak Bekerja,389836,2,Nominal rendah
4666,40,0,Tidak Bekerja,166281,2,Nominal rendah
4671,40,1,Tidak Bekerja,358750,2,Nominal rendah
4675,40,0,Tidak Bekerja,325000,2,Nominal rendah
4676,40,0,Tidak Bekerja,225690,2,Nominal rendah
4677,40,0,Tidak Bekerja,171737,2,Nominal rendah
4679,40,1,Tidak Bekerja,550000,2,Nominal rendah
4681,40,0,Tidak Bekerja,500000,2,Nominal rendah
4684,40,0,Tidak Bekerja,593949,2,Nominal rendah
4693,40,0,Tidak Bekerja,431937,2,Nominal rendah
4694,40,0,Tidak Bekerja,335158,2,Nominal rendah
4697,40,0,Tidak Bekerja,561797,2,Nominal rendah
4698,40,0,Tidak Bekerja,299199,2,Nominal rendah
4699,40,0,Tidak Bekerja,676513,2,Nominal rendah
4700,40,0,Konsultan,100000,2,Nominal rendah
4701,40,1,Tidak Bekerja,10000000,2,Nominal diatas rata-rata
4703,40,1,Konsultan,457199,2,Nominal rendah
4707,40,1,Konsultan,1086824,2,Nominal rendah
4708,40,1,Konsultan,242351,2,Nominal rendah
4709,40,0,Karyawan,642200,2,Nominal rendah
4710,40,0,ASN,115800,2,Nominal rendah
4714,40,0,ASN,117800,2,Nominal rendah
4715,40,0,ASN,482000,2,Nominal rendah
4719,40,0,ASN,98400,2,Nominal rendah
4720,40,1,ASN,77300,2,Nominal rendah
4726,40,0,Tidak Bekerja,327303,2,Nominal rendah
4727,40,0,Tidak Bekerja,425755,2,Nominal rendah
4736,40,1,Tidak Bekerja,521113,2,Nominal rendah
4743,40,1,Tidak Bekerja,7100000,2,Nominal diatas rata-rata
4744,40,1,Wiraswasta,7000000,1,Nominal diatas rata-rata
4745,40,0,Amil,600000,1,Nominal rendah
4746,40,1,Konsultan,271443,1,Nominal rendah
4747,40,1,Konsultan,477849,1,Nominal rendah
4748,40,0,Konsultan,500000,1,Nominal rendah
4749,40,1,Konsultan,1093074,1,Nominal rendah
4750,40,0,Amil,575000,1,Nominal rendah
4751,40,0,Amil,172263,1,Nominal rendah
4752,40,0,Karyawan,672400,1,Nominal rendah
4753,40,0,Tidak Bekerja,800000,1,Nominal rendah
4754,40,0,Tidak Bekerja,550000,1,Nominal rendah
4758,40,0,Amil,270000,1,Nominal rendah
4759,40,0,Tidak Bekerja,24200000,1,Nominal tinggi
4760,40,0,Tidak Bekerja,7500000,1,Nominal diatas rata-rata
4761,40,0,Tidak Bekerja,450000,1,Nominal rendah
4762,40,0,Tidak Bekerja,2950000,1,Nominal rendah
4763,40,0,ASN,4000000,1,Nominal diatas rata-rata
4764,40,0,Tidak Bekerja,5000000,1,Nominal diatas rata-rata
4765,40,1,Wiraswasta,1000000,1,Nominal rendah
4768,40,0,ASN,211305,1,Nominal rendah
4769,40,0,ASN,450400,1,Nominal rendah
4770,40,0,ASN,93900,1,Nominal rendah
4771,40,0,ASN,103500,1,Nominal rendah
4773,40,0,Tidak Bekerja,225000,1,Nominal rendah
4774,40,1,ASN,1099000,1,Nominal rendah
4775,40,0,ASN,219338,1,Nominal rendah
4776,40,1,ASN,77300,1,Nominal rendah
4777,40,0,ASN,122700,1,Nominal rendah
4778,40,1,ASN,160000,1,Nominal rendah
4779,40,1,Tidak Bekerja,500000,1,Nominal rendah
4780,40,0,ASN,98400,1,Nominal rendah
4781,40,0,ASN,123500,1,Nominal rendah
4782,40,0,ASN,482000,1,Nominal rendah
4783,40,0,ASN,115800,1,Nominal rendah
4784,40,0,Transportasi,5237500,1,Nominal diatas rata-rata
4785,40,0,Wiraswasta,135000,1,Nominal rendah
4786,40,1,Tidak Bekerja,755000,1,Nominal rendah
4787,40,1,Wiraswasta,9500000,1,Nominal diatas rata-rata
4788,40,1,Tidak Bekerja,5002000,1,Nominal diatas rata-rata
4789,40,1,Tidak Bekerja,20000000,1,Nominal tinggi
4790,40,1,Tidak Bekerja,1000000,1,Nominal rendah
4791,40,0,Wiraswasta,9000000,1,Nominal diatas rata-rata
4792,40,1,Tidak Bekerja,375000,2,Nominal rendah
4793,40,0,Karyawan,1811600,2,Nominal rendah
4794,40,1,Konsultan,271443,2,Nominal rendah
4801,40,0,Amil,780000,2,Nominal rendah
4802,40,1,Konsultan,315106,2,Nominal rendah
4803,40,1,Konsultan,1198070,2,Nominal rendah
4804,40,0,Karyawan,669300,2,Nominal rendah
4805,40,0,Amil,223942,2,Nominal rendah
4806,40,0,Amil,219195,2,Nominal rendah
4807,40,0,Amil,747500,2,Nominal rendah
4808,40,1,Konsultan,514851,2,Nominal rendah
4810,40,0,Tidak Bekerja,860000,0,Nominal rendah
4811,40,0,Tidak Bekerja,335000,0,Nominal rendah
4812,40,1,Tidak Bekerja,500000,0,Nominal rendah
4813,40,0,Amil,180876,0,Nominal rendah
4814,40,0,Amil,603750,0,Nominal rendah
4815,40,0,Amil,177042,0,Nominal rendah
4816,40,0,Amil,630000,0,Nominal rendah
4818,40,0,Karyawan,1842500,0,Nominal rendah
4822,40,1,Konsultan,1121573,0,Nominal rendah
4824,40,1,Konsultan,284409,0,Nominal rendah
4825,40,0,Konsultan,500000,0,Nominal rendah
4826,40,1,Konsultan,489580,0,Nominal rendah
4827,40,0,ASN,450400,0,Nominal rendah
4828,40,0,ASN,223608,0,Nominal rendah
4829,40,0,ASN,123500,0,Nominal rendah
4830,40,0,ASN,482000,0,Nominal rendah
4831,40,0,ASN,103500,0,Nominal rendah
4832,40,1,ASN,77300,0,Nominal rendah
4833,40,0,ASN,93900,0,Nominal rendah
4834,40,0,ASN,98400,0,Nominal rendah
4835,40,0,ASN,211305,0,Nominal rendah
4836,40,0,ASN,115800,0,Nominal rendah
4837,40,0,ASN,123700,0,Nominal rendah
4840,40,0,Lain-lain,50000,2,Nominal rendah
4841,40,0,Tidak Bekerja,300000,2,Nominal rendah
4849,40,0,ASN,88400,2,Nominal rendah
4851,40,0,ASN,125100,2,Nominal rendah
4852,40,0,ASN,95700,2,Nominal rendah
4853,40,0,ASN,102000,2,Nominal rendah
4855,40,0,Karyawan,699000,2,Nominal rendah
4857,40,1,Konsultan,268331,2,Nominal rendah
4861,40,1,Konsultan,473949,2,Nominal rendah
4865,40,0,Tidak Bekerja,460375,2,Nominal rendah
4866,40,1,Tidak Bekerja,195649,2,Nominal rendah
4867,40,0,Tidak Bekerja,182440,2,Nominal rendah
4868,40,0,Tidak Bekerja,446295,2,Nominal rendah
4869,40,0,Tidak Bekerja,313519,2,Nominal rendah
4870,40,1,Tidak Bekerja,445656,2,Nominal rendah
4871,40,1,Tidak Bekerja,271953,2,Nominal rendah
4872,40,0,Tidak Bekerja,270094,2,Nominal rendah
4873,40,0,Tidak Bekerja,713408,2,Nominal rendah
4874,40,1,Tidak Bekerja,175452,2,Nominal rendah
4875,40,0,Tidak Bekerja,297973,2,Nominal rendah
4876,40,0,Tidak Bekerja,207662,2,Nominal rendah
4877,40,0,Tidak Bekerja,298382,2,Nominal rendah
4878,40,0,Tidak Bekerja,409255,2,Nominal rendah
4879,40,0,Tidak Bekerja,352203,2,Nominal rendah
4880,40,0,Pegawai Swasta,8086000,2,Nominal diatas rata-rata
4882,40,0,Tidak Bekerja,500,2,Nominal rendah
4884,40,0,Lain-lain,800,2,Nominal rendah
4886,40,0,Karyawan,711300,2,Nominal rendah
4890,40,1,Konsultan,267465,2,Nominal rendah
4892,40,1,Konsultan,476354,2,Nominal rendah
4894,40,0,Perbankan,200000,2,Nominal rendah
4895,40,0,Pendidikan,2500000,2,Nominal rendah
4896,40,1,Tidak Bekerja,362139,2,Nominal rendah
4898,40,0,Tidak Bekerja,236438,2,Nominal rendah
4906,40,0,Tidak Bekerja,206252,2,Nominal rendah
4908,40,0,Tidak Bekerja,168805,2,Nominal rendah
4910,40,0,Tidak Bekerja,379829,2,Nominal rendah
4912,40,0,Tidak Bekerja,167029,2,Nominal rendah
4914,40,1,Konsultan,479539,2,Nominal rendah
4923,40,0,ASN,123700,2,Nominal rendah
4929,40,1,Konsultan,276778,2,Nominal rendah
4932,40,0,Karyawan,702300,2,Nominal rendah
4935,40,0,Tidak Bekerja,347962,2,Nominal rendah
4936,40,1,Tidak Bekerja,238104,2,Nominal rendah
4937,40,1,Tidak Bekerja,252408,2,Nominal rendah
4938,40,1,Tidak Bekerja,202583,2,Nominal rendah
4939,40,1,Tidak Bekerja,299638,2,Nominal rendah
4940,40,0,Tidak Bekerja,242815,2,Nominal rendah
4942,40,1,Tidak Bekerja,253072,2,Nominal rendah
4943,40,0,Tidak Bekerja,249971,2,Nominal rendah
4944,40,0,Tidak Bekerja,232581,2,Nominal rendah
4945,40,0,Tidak Bekerja,186679,2,Nominal rendah
4946,40,0,Tidak Bekerja,302506,2,Nominal rendah
4947,40,0,Tidak Bekerja,181284,2,Nominal rendah
4948,40,0,Tidak Bekerja,177593,2,Nominal rendah
4949,40,1,Tidak Bekerja,516302,2,Nominal rendah
4950,40,0,Tidak Bekerja,323103,2,Nominal rendah
4951,40,0,Tidak Bekerja,409851,2,Nominal rendah
4952,40,0,Tidak Bekerja,188719,2,Nominal rendah
4953,40,0,Tidak Bekerja,361823,2,Nominal rendah
4954,40,0,Tidak Bekerja,519831,2,Nominal rendah
4955,40,0,Tidak Bekerja,379738,2,Nominal rendah
4957,40,0,Tidak Bekerja,4950000,2,Nominal diatas rata-rata
4959,40,0,Tidak Bekerja,100,2,Nominal rendah
4962,40,0,Lain-lain,100000000,2,Nominal sedang
4969,40,0,Tidak Bekerja,223565,2,Nominal rendah
4975,40,1,Tidak Bekerja,341704,2,Nominal rendah
4976,40,0,Tidak Bekerja,167769,2,Nominal rendah
4977,40,0,Tidak Bekerja,380885,2,Nominal rendah
4981,40,0,Tidak Bekerja,315937,2,Nominal rendah
4986,40,1,Konsultan,470244,2,Nominal rendah
4987,40,1,Konsultan,274110,2,Nominal rendah
4990,40,0,Karyawan,702200,2,Nominal rendah
4998,40,0,Tidak Bekerja,100000,2,Nominal rendah
4999,40,0,Industri Manufaktur,200000,2,Nominal rendah
5000,40,0,Tidak Bekerja,250000,2,Nominal rendah
5001,40,1,Konsultan,252534,2,Nominal rendah
5002,40,0,Tidak Bekerja,650000,2,Nominal rendah
5003,40,1,TNI POLRI,377164,2,Nominal rendah
5005,40,0,Karyawan,710000,2,Nominal rendah
5006,40,1,Konsultan,1065965,2,Nominal rendah
5008,40,1,Konsultan,447718,2,Nominal rendah
5009,40,0,Tidak Bekerja,350000,2,Nominal rendah
5010,40,0,Amil,450581,2,Nominal rendah
5011,40,0,Amil,461456,2,Nominal rendah
5013,40,0,Perbankan,500000,2,Nominal rendah
